branch_id,ending,macro_topic_name,toxicity,stance,cross_partisan
938,disagreement,Other,0.2018,1.0,False
939,disagreement,Other,0.2209,1.0,False
939,disagreement,Other,0.2209,1.0,False
939,disagreement,Other,0.2209,1.0,False
939,disagreement,Other,0.2209,1.0,False
940,disagreement,Other,0.2557,1.0,False
940,disagreement,Other,0.2557,1.0,False
940,disagreement,Other,0.2557,1.0,False
941,disagreement,Other,0.2634,1.0,False
941,disagreement,Other,0.2634,1.0,False
941,disagreement,Other,0.2634,1.0,False
941,disagreement,Other,0.2634,1.0,False
941,disagreement,Other,0.2634,1.0,False
942,disagreement,Other,0.2209,1.0,False
942,disagreement,Other,0.2209,1.0,False
942,disagreement,Other,0.2209,1.0,False
942,disagreement,Other,0.2209,1.0,False
943,disagreement,Other,0.2597,1.0,False
943,disagreement,Other,0.2597,1.0,False
943,disagreement,Other,0.2597,1.0,False
944,disagreement,Other,0.2025,1.0,False
944,disagreement,Other,0.2025,1.0,False
944,disagreement,Other,0.2025,1.0,False
945,disagreement,Other,0.2245,1.0,False
945,disagreement,Other,0.2245,1.0,False
945,disagreement,Other,0.2245,1.0,False
946,disagreement,Other,0.2175,1.0,False
946,disagreement,Other,0.2175,1.0,False
946,disagreement,Other,0.2175,1.0,False
947,disagreement,Other,0.245,1.0,False
947,disagreement,Other,0.245,1.0,False
947,disagreement,Other,0.245,1.0,False
948,disagreement,Other,0.2041,1.0,False
948,disagreement,Other,0.2041,1.0,False
948,disagreement,Other,0.2041,1.0,False
949,disagreement,Other,0.2159,1.0,False
949,disagreement,Other,0.2159,1.0,False
949,disagreement,Other,0.2159,1.0,False
950,disagreement,Other,0.2242,1.0,False
950,disagreement,Other,0.2242,1.0,False
950,disagreement,Other,0.2242,1.0,False
951,disagreement,Other,0.2141,1.0,False
951,disagreement,Other,0.2141,1.0,False
951,disagreement,Other,0.2141,1.0,False
951,disagreement,Other,0.2141,1.0,False
952,disagreement,Other,0.1971,1.0,False
952,disagreement,Other,0.1971,1.0,False
952,disagreement,Other,0.1971,1.0,False
953,disagreement,Other,0.1633,1.0,False
953,disagreement,Other,0.1633,1.0,False
953,disagreement,Other,0.1633,1.0,False
954,disagreement,Other,0.2256,1.0,False
954,disagreement,Other,0.2256,1.0,False
954,disagreement,Other,0.2256,1.0,False
955,disagreement,Other,0.2129,1.0,False
955,disagreement,Other,0.2129,1.0,False
955,disagreement,Other,0.2129,1.0,False
955,disagreement,Trump,0.2129,1.0,False
956,inconclusive,Other,0.059,1.0,False
956,inconclusive,Other,0.059,1.0,False
956,inconclusive,Other,0.059,1.0,False
957,inconclusive,Other,0.1634,1.0,False
957,inconclusive,Other,0.1634,1.0,False
957,inconclusive,Harris,0.1634,1.0,False
958,inconclusive,Other,0.0744,1.0,False
958,inconclusive,Other,0.0744,1.0,False
958,inconclusive,Other,0.0744,1.0,False
959,inconclusive,Other,0.1292,1.0,False
959,inconclusive,Other,0.1292,1.0,False
959,inconclusive,Other,0.1292,1.0,False
959,inconclusive,Other,0.1292,1.0,False
960,disagreement,Other,0.4085,1.0,False
960,disagreement,Other,0.4085,1.0,False
960,disagreement,Trump,0.4085,1.0,False
961,disagreement,Other,0.247,1.0,False
961,disagreement,Other,0.247,1.0,False
961,disagreement,Other,0.247,1.0,False
962,disagreement,Other,0.3965,1.0,False
962,disagreement,Other,0.3965,1.0,False
962,disagreement,Media Bias,0.3965,1.0,False
963,disagreement,Other,0.2891,1.0,False
963,disagreement,Other,0.2891,1.0,False
963,disagreement,Other,0.2891,1.0,False
964,disagreement,Other,0.2824,1.0,True
964,disagreement,Other,0.2824,1.0,True
964,disagreement,Trump,0.2824,1.0,True
965,inconclusive,Other,0.0395,1.0,False
965,inconclusive,Other,0.0395,1.0,False
965,inconclusive,Trump,0.0395,1.0,False
966,disagreement,Other,0.2093,1.0,False
966,disagreement,Other,0.2093,1.0,False
966,disagreement,Other,0.2093,1.0,False
967,disagreement,Other,0.1858,1.0,True
967,disagreement,Other,0.1858,1.0,True
967,disagreement,Other,0.1858,1.0,True
968,disagreement,Other,0.065,1.0,False
968,disagreement,Other,0.065,1.0,False
968,disagreement,Other,0.065,1.0,False
969,inconclusive,Other,0.1414,1.0,False
969,inconclusive,Other,0.1414,1.0,False
969,inconclusive,Other,0.1414,1.0,False
970,disagreement,Other,0.1864,1.0,True
970,disagreement,Other,0.1864,1.0,True
970,disagreement,Other,0.1864,1.0,True
971,disagreement,Other,0.2022,1.0,False
971,disagreement,Other,0.2022,1.0,False
971,disagreement,Other,0.2022,1.0,False
971,disagreement,Other,0.2022,1.0,False
972,inconclusive,Other,0.0737,1.0,False
972,inconclusive,Other,0.0737,1.0,False
972,inconclusive,Other,0.0737,1.0,False
973,disagreement,Other,0.0515,1.0,False
973,disagreement,Other,0.0515,1.0,False
973,disagreement,Other,0.0515,1.0,False
974,disagreement,Other,0.1602,1.0,False
974,disagreement,Other,0.1602,1.0,False
974,disagreement,Other,0.1602,1.0,False
975,disagreement,Other,0.1277,1.0,False
975,disagreement,Other,0.1277,1.0,False
975,disagreement,Other,0.1277,1.0,False
975,disagreement,Other,0.1277,1.0,False
976,inconclusive,Other,0.1107,1.0,False
976,inconclusive,Other,0.1107,1.0,False
976,inconclusive,Other,0.1107,1.0,False
977,inconclusive,Other,0.0445,1.0,False
977,inconclusive,Other,0.0445,1.0,False
977,inconclusive,Other,0.0445,1.0,False
978,disagreement,Interviews/Podcasts,0.224,1.0,True
978,disagreement,Other,0.224,1.0,True
978,disagreement,Other,0.224,1.0,True
979,agreement,Other,0.3609,1.0,False
979,agreement,Other,0.3609,1.0,False
979,agreement,Other,0.3609,1.0,False
980,disagreement,Other,0.1061,1.0,False
980,disagreement,Other,0.1061,1.0,False
980,disagreement,Other,0.1061,1.0,False
981,inconclusive,Other,0.0625,1.0,False
981,inconclusive,Other,0.0625,1.0,False
981,inconclusive,Other,0.0625,1.0,False
982,inconclusive,Other,0.164,1.0,False
982,inconclusive,Other,0.164,1.0,False
982,inconclusive,Other,0.164,1.0,False
983,disagreement,Other,0.1637,1.0,True
983,disagreement,Other,0.1637,1.0,True
983,disagreement,Other,0.1637,1.0,True
984,inconclusive,Other,0.1202,1.0,False
984,inconclusive,Other,0.1202,1.0,False
984,inconclusive,Other,0.1202,1.0,False
985,disagreement,Other,0.2756,1.0,False
985,disagreement,Other,0.2756,1.0,False
985,disagreement,Other,0.2756,1.0,False
985,disagreement,Other,0.2756,1.0,False
986,inconclusive,Other,0.1114,1.0,True
986,inconclusive,Cognitive Decline,0.1114,1.0,True
986,inconclusive,Other,0.1114,1.0,True
987,inconclusive,Interviews/Podcasts,0.0676,1.0,True
987,inconclusive,Other,0.0676,1.0,True
987,inconclusive,Other,0.0676,1.0,True
987,inconclusive,Other,0.0676,1.0,True
988,disagreement,Other,0.4763,1.0,False
988,disagreement,Other,0.4763,1.0,False
988,disagreement,Other,0.4763,1.0,False
989,disagreement,Interviews/Podcasts,0.1826,1.0,False
989,disagreement,Other,0.1826,1.0,False
989,disagreement,Other,0.1826,1.0,False
990,disagreement,Other,0.2557,1.0,False
990,disagreement,Other,0.2557,1.0,False
990,disagreement,Other,0.2557,1.0,False
991,disagreement,Other,0.1218,1.0,False
991,disagreement,Other,0.1218,1.0,False
991,disagreement,Other,0.1218,1.0,False
991,disagreement,Other,0.1218,1.0,False
992,disagreement,Other,0.1345,1.0,False
992,disagreement,Other,0.1345,1.0,False
992,disagreement,Other,0.1345,1.0,False
992,disagreement,Other,0.1345,1.0,False
993,disagreement,Other,0.1349,1.0,True
993,disagreement,Other,0.1349,1.0,True
993,disagreement,Other,0.1349,1.0,True
993,disagreement,Other,0.1349,1.0,True
994,disagreement,Other,0.1483,1.0,False
994,disagreement,Other,0.1483,1.0,False
994,disagreement,Other,0.1483,1.0,False
994,disagreement,Other,0.1483,1.0,False
995,inconclusive,Other,0.1286,1.0,False
995,inconclusive,Other,0.1286,1.0,False
995,inconclusive,Other,0.1286,1.0,False
995,inconclusive,Other,0.1286,1.0,False
996,disagreement,Other,0.1241,1.0,False
996,disagreement,Other,0.1241,1.0,False
996,disagreement,Other,0.1241,1.0,False
996,disagreement,Other,0.1241,1.0,False
997,disagreement,Other,0.186,1.0,False
997,disagreement,Other,0.186,1.0,False
997,disagreement,Other,0.186,1.0,False
998,disagreement,Other,0.2244,1.0,False
998,disagreement,Other,0.2244,1.0,False
998,disagreement,Other,0.2244,1.0,False
998,disagreement,Other,0.2244,1.0,False
999,disagreement,Other,0.2361,1.0,False
999,disagreement,Other,0.2361,1.0,False
999,disagreement,Other,0.2361,1.0,False
1000,agreement,Other,0.1194,1.0,False
1000,agreement,Other,0.1194,1.0,False
1000,agreement,Interviews/Podcasts,0.1194,1.0,False
1001,inconclusive,Other,0.0205,1.0,False
1001,inconclusive,Other,0.0205,1.0,False
1001,inconclusive,Other,0.0205,1.0,False
1002,disagreement,Other,0.3644,1.0,False
1002,disagreement,Other,0.3644,1.0,False
1002,disagreement,Other,0.3644,1.0,False
1003,disagreement,Other,0.2267,1.0,False
1003,disagreement,Other,0.2267,1.0,False
1003,disagreement,Other,0.2267,1.0,False
1003,disagreement,Interviews/Podcasts,0.2267,1.0,False
1004,disagreement,Other,0.2766,1.0,False
1004,disagreement,Other,0.2766,1.0,False
1004,disagreement,Other,0.2766,1.0,False
1004,disagreement,Other,0.2766,1.0,False
1005,inconclusive,Other,0.1237,1.0,False
1005,inconclusive,Other,0.1237,1.0,False
1005,inconclusive,Other,0.1237,1.0,False
1006,disagreement,Other,0.1514,1.0,False
1006,disagreement,Other,0.1514,1.0,False
1006,disagreement,Other,0.1514,1.0,False
1007,disagreement,Other,0.1457,1.0,False
1007,disagreement,Other,0.1457,1.0,False
1007,disagreement,Other,0.1457,1.0,False
1008,disagreement,Other,0.1755,1.0,False
1008,disagreement,Other,0.1755,1.0,False
1008,disagreement,Other,0.1755,1.0,False
1009,disagreement,Other,0.411,1.0,True
1009,disagreement,Other,0.411,1.0,True
1009,disagreement,Other,0.411,1.0,True
1010,inconclusive,Other,0.0264,1.0,False
1010,inconclusive,Other,0.0264,1.0,False
1010,inconclusive,Other,0.0264,1.0,False
1011,disagreement,Other,0.2319,1.0,False
1011,disagreement,Other,0.2319,1.0,False
1011,disagreement,Other,0.2319,1.0,False
1011,disagreement,Other,0.2319,1.0,False
1012,disagreement,Other,0.2864,1.0,False
1012,disagreement,Other,0.2864,1.0,False
1012,disagreement,Interviews/Podcasts,0.2864,1.0,False
1013,disagreement,Other,0.1987,1.0,False
1013,disagreement,Other,0.1987,1.0,False
1013,disagreement,Other,0.1987,1.0,False
1014,disagreement,Other,0.2875,1.0,False
1014,disagreement,Cognitive Decline,0.2875,1.0,False
1014,disagreement,Other,0.2875,1.0,False
1014,disagreement,Other,0.2875,1.0,False
1015,disagreement,Other,0.3155,1.0,False
1015,disagreement,Other,0.3155,1.0,False
1015,disagreement,Other,0.3155,1.0,False
1015,disagreement,Other,0.3155,1.0,False
1016,disagreement,Other,0.3219,1.0,False
1016,disagreement,Other,0.3219,1.0,False
1016,disagreement,Other,0.3219,1.0,False
1016,disagreement,Other,0.3219,1.0,False
1017,disagreement,Other,0.3512,1.0,False
1017,disagreement,Other,0.3512,1.0,False
1017,disagreement,Other,0.3512,1.0,False
1017,disagreement,Other,0.3512,1.0,False
1018,disagreement,Other,0.3327,1.0,False
1018,disagreement,Other,0.3327,1.0,False
1018,disagreement,Other,0.3327,1.0,False
1018,disagreement,Other,0.3327,1.0,False
1019,disagreement,Other,0.1402,1.0,True
1019,disagreement,Other,0.1402,1.0,True
1019,disagreement,Interviews/Podcasts,0.1402,1.0,True
1020,disagreement,Other,0.1602,1.0,False
1020,disagreement,Other,0.1602,1.0,False
1020,disagreement,Other,0.1602,1.0,False
1020,disagreement,Other,0.1602,1.0,False
1021,disagreement,Other,0.106,1.0,False
1021,disagreement,Other,0.106,1.0,False
1021,disagreement,Other,0.106,1.0,False
1022,inconclusive,Other,0.1306,1.0,False
1022,inconclusive,Other,0.1306,1.0,False
1022,inconclusive,Other,0.1306,1.0,False
1023,inconclusive,Other,0.0896,1.0,False
1023,inconclusive,Other,0.0896,1.0,False
1023,inconclusive,Interviews/Podcasts,0.0896,1.0,False
1024,disagreement,Interviews/Podcasts,0.1902,1.0,False
1024,disagreement,Other,0.1902,1.0,False
1024,disagreement,Other,0.1902,1.0,False
1025,disagreement,Other,0.0917,1.0,False
1025,disagreement,Other,0.0917,1.0,False
1025,disagreement,Other,0.0917,1.0,False
1026,disagreement,Other,0.2603,1.0,False
1026,disagreement,Trump,0.2603,1.0,False
1026,disagreement,Other,0.2603,1.0,False
1027,inconclusive,Other,0.0971,1.0,False
1027,inconclusive,Other,0.0971,1.0,False
1027,inconclusive,Other,0.0971,1.0,False
1028,disagreement,Other,0.1528,1.0,False
1028,disagreement,Other,0.1528,1.0,False
1028,disagreement,Other,0.1528,1.0,False
1028,disagreement,Other,0.1528,1.0,False
1029,disagreement,Other,0.1994,1.0,False
1029,disagreement,Other,0.1994,1.0,False
1029,disagreement,Other,0.1994,1.0,False
1029,disagreement,Other,0.1994,1.0,False
1030,disagreement,Other,0.2312,1.0,False
1030,disagreement,Other,0.2312,1.0,False
1030,disagreement,Other,0.2312,1.0,False
1031,disagreement,Other,0.2532,1.0,False
1031,disagreement,Other,0.2532,1.0,False
1031,disagreement,Other,0.2532,1.0,False
1031,disagreement,Other,0.2532,1.0,False
1032,disagreement,Other,0.2299,1.0,False
1032,disagreement,Other,0.2299,1.0,False
1032,disagreement,Other,0.2299,1.0,False
1032,disagreement,Other,0.2299,1.0,False
1033,disagreement,Other,0.1819,1.0,False
1033,disagreement,Trump,0.1819,1.0,False
1033,disagreement,Other,0.1819,1.0,False
1034,inconclusive,Other,0.1869,1.0,False
1034,inconclusive,Other,0.1869,1.0,False
1034,inconclusive,Other,0.1869,1.0,False
1035,disagreement,Other,0.1697,1.0,True
1035,disagreement,Other,0.1697,1.0,True
1035,disagreement,Trump,0.1697,1.0,True
1036,disagreement,Other,0.175,1.0,False
1036,disagreement,Other,0.175,1.0,False
1036,disagreement,Other,0.175,1.0,False
1037,agreement,Other,0.1088,1.0,False
1037,agreement,Other,0.1088,1.0,False
1037,agreement,Other,0.1088,1.0,False
1038,inconclusive,Other,0.1251,1.0,True
1038,inconclusive,Other,0.1251,1.0,True
1038,inconclusive,Other,0.1251,1.0,True
1039,disagreement,Other,0.2008,1.0,False
1039,disagreement,Other,0.2008,1.0,False
1039,disagreement,Other,0.2008,1.0,False
1040,disagreement,Other,0.1767,1.0,False
1040,disagreement,Other,0.1767,1.0,False
1040,disagreement,Other,0.1767,1.0,False
1040,disagreement,Media Bias,0.1767,1.0,False
1041,inconclusive,Other,0.1678,1.0,False
1041,inconclusive,Other,0.1678,1.0,False
1041,inconclusive,Other,0.1678,1.0,False
1041,inconclusive,Other,0.1678,1.0,False
1042,inconclusive,Other,0.1333,1.0,False
1042,inconclusive,Other,0.1333,1.0,False
1042,inconclusive,Other,0.1333,1.0,False
1043,disagreement,Other,0.1062,1.0,False
1043,disagreement,Other,0.1062,1.0,False
1043,disagreement,Other,0.1062,1.0,False
1043,disagreement,Other,0.1062,1.0,False
1044,disagreement,Other,0.2436,1.0,False
1044,disagreement,Other,0.2436,1.0,False
1044,disagreement,Other,0.2436,1.0,False
1045,disagreement,Other,0.1969,1.0,False
1045,disagreement,Other,0.1969,1.0,False
1045,disagreement,Other,0.1969,1.0,False
1046,disagreement,Other,0.3304,1.0,True
1046,disagreement,Other,0.3304,1.0,True
1046,disagreement,Other,0.3304,1.0,True
1047,inconclusive,Other,0.2362,1.0,False
1047,inconclusive,Other,0.2362,1.0,False
1047,inconclusive,Other,0.2362,1.0,False
1048,inconclusive,Other,0.2094,1.0,True
1048,inconclusive,Other,0.2094,1.0,True
1048,inconclusive,Other,0.2094,1.0,True
1048,inconclusive,Other,0.2094,1.0,True
1049,disagreement,Other,0.2352,1.0,True
1049,disagreement,Other,0.2352,1.0,True
1049,disagreement,Other,0.2352,1.0,True
1050,inconclusive,Other,0.2084,1.0,True
1050,inconclusive,Other,0.2084,1.0,True
1050,inconclusive,Other,0.2084,1.0,True
1051,disagreement,Other,0.2176,1.0,False
1051,disagreement,Other,0.2176,1.0,False
1051,disagreement,Other,0.2176,1.0,False
1052,inconclusive,Other,0.2101,1.0,False
1052,inconclusive,Other,0.2101,1.0,False
1052,inconclusive,Other,0.2101,1.0,False
1053,disagreement,Other,0.209,1.0,True
1053,disagreement,Other,0.209,1.0,True
1053,disagreement,Other,0.209,1.0,True
1054,inconclusive,Other,0.2095,1.0,False
1054,inconclusive,Other,0.2095,1.0,False
1054,inconclusive,Other,0.2095,1.0,False
1055,disagreement,Other,0.2292,1.0,False
1055,disagreement,Other,0.2292,1.0,False
1055,disagreement,Other,0.2292,1.0,False
1055,disagreement,Other,0.2292,1.0,False
1056,disagreement,Other,0.2229,1.0,False
1056,disagreement,Other,0.2229,1.0,False
1056,disagreement,Other,0.2229,1.0,False
1057,disagreement,Other,0.2424,1.0,False
1057,disagreement,Other,0.2424,1.0,False
1057,disagreement,Other,0.2424,1.0,False
1058,disagreement,Other,0.2152,1.0,False
1058,disagreement,Other,0.2152,1.0,False
1058,disagreement,Other,0.2152,1.0,False
1059,disagreement,Other,0.222,1.0,False
1059,disagreement,Other,0.222,1.0,False
1059,disagreement,Other,0.222,1.0,False
1060,inconclusive,Other,0.1805,1.0,False
1060,inconclusive,Other,0.1805,1.0,False
1060,inconclusive,Other,0.1805,1.0,False
1061,disagreement,Other,0.2355,1.0,False
1061,disagreement,Trump,0.2355,1.0,False
1061,disagreement,Other,0.2355,1.0,False
1062,disagreement,Other,0.1793,1.0,True
1062,disagreement,Other,0.1793,1.0,True
1062,disagreement,Other,0.1793,1.0,True
1063,inconclusive,Other,0.2159,1.0,False
1063,inconclusive,Other,0.2159,1.0,False
1063,inconclusive,Other,0.2159,1.0,False
1064,disagreement,Other,0.1711,1.0,True
1064,disagreement,Other,0.1711,1.0,True
1064,disagreement,Trump,0.1711,1.0,True
1064,disagreement,Other,0.1711,1.0,True
1065,disagreement,Other,0.2255,1.0,False
1065,disagreement,Other,0.2255,1.0,False
1065,disagreement,Other,0.2255,1.0,False
1066,disagreement,Other,0.1769,1.0,False
1066,disagreement,Other,0.1769,1.0,False
1066,disagreement,Other,0.1769,1.0,False
1066,disagreement,Other,0.1769,1.0,False
1067,inconclusive,Other,0.1611,1.0,False
1067,inconclusive,Other,0.1611,1.0,False
1067,inconclusive,Media Bias,0.1611,1.0,False
1067,inconclusive,Other,0.1611,1.0,False
1068,disagreement,Other,0.1795,1.0,False
1068,disagreement,Other,0.1795,1.0,False
1068,disagreement,Other,0.1795,1.0,False
1069,inconclusive,Other,0.1487,1.0,False
1069,inconclusive,Other,0.1487,1.0,False
1069,inconclusive,Other,0.1487,1.0,False
1070,disagreement,Other,0.1974,1.0,False
1070,disagreement,Other,0.1974,1.0,False
1070,disagreement,Other,0.1974,1.0,False
1071,disagreement,Other,0.1965,1.0,False
1071,disagreement,Other,0.1965,1.0,False
1071,disagreement,Trump,0.1965,1.0,False
1072,inconclusive,Other,0.1358,1.0,False
1072,inconclusive,Other,0.1358,1.0,False
1072,inconclusive,Other,0.1358,1.0,False
1073,disagreement,Other,0.1686,1.0,True
1073,disagreement,Other,0.1686,1.0,True
1073,disagreement,Other,0.1686,1.0,True
1074,inconclusive,Other,0.1432,1.0,False
1074,inconclusive,Other,0.1432,1.0,False
1074,inconclusive,Other,0.1432,1.0,False
1075,disagreement,Other,0.1458,1.0,True
1075,disagreement,Other,0.1458,1.0,True
1075,disagreement,Other,0.1458,1.0,True
1076,disagreement,Other,0.1721,1.0,True
1076,disagreement,Other,0.1721,1.0,True
1076,disagreement,Other,0.1721,1.0,True
1076,disagreement,Other,0.1721,1.0,True
1077,inconclusive,Other,0.1672,1.0,False
1077,inconclusive,Other,0.1672,1.0,False
1077,inconclusive,Trump,0.1672,1.0,False
1077,inconclusive,Other,0.1672,1.0,False
1078,inconclusive,Other,0.1468,1.0,False
1078,inconclusive,Other,0.1468,1.0,False
1078,inconclusive,Other,0.1468,1.0,False
1079,inconclusive,Other,0.1367,1.0,True
1079,inconclusive,Other,0.1367,1.0,True
1079,inconclusive,Other,0.1367,1.0,True
1080,disagreement,Other,0.1769,1.0,False
1080,disagreement,Other,0.1769,1.0,False
1080,disagreement,Other,0.1769,1.0,False
1081,inconclusive,Other,0.1366,1.0,False
1081,inconclusive,Other,0.1366,1.0,False
1081,inconclusive,Other,0.1366,1.0,False
1082,inconclusive,Other,0.1564,1.0,True
1082,inconclusive,Other,0.1564,1.0,True
1082,inconclusive,Other,0.1564,1.0,True
1083,inconclusive,Other,0.1684,1.0,False
1083,inconclusive,Other,0.1684,1.0,False
1083,inconclusive,Other,0.1684,1.0,False
1084,disagreement,Other,0.197,1.0,False
1084,disagreement,Other,0.197,1.0,False
1084,disagreement,Other,0.197,1.0,False
1085,inconclusive,Other,0.154,1.0,False
1085,inconclusive,Other,0.154,1.0,False
1085,inconclusive,Other,0.154,1.0,False
1086,disagreement,Other,0.1708,1.0,False
1086,disagreement,Other,0.1708,1.0,False
1086,disagreement,Other,0.1708,1.0,False
1087,disagreement,Other,0.1583,1.0,False
1087,disagreement,Other,0.1583,1.0,False
1087,disagreement,Other,0.1583,1.0,False
1087,disagreement,Other,0.1583,1.0,False
1088,disagreement,Other,0.1466,1.0,False
1088,disagreement,Other,0.1466,1.0,False
1088,disagreement,Other,0.1466,1.0,False
1089,disagreement,Other,0.1802,1.0,False
1089,disagreement,Other,0.1802,1.0,False
1089,disagreement,Other,0.1802,1.0,False
1090,inconclusive,Other,0.1805,0.3333333333333333,False
1090,inconclusive,Other,0.1805,0.3333333333333333,False
1090,inconclusive,Other,0.1805,0.3333333333333333,False
1091,inconclusive,Other,0.1217,0.3333333333333333,False
1091,inconclusive,Other,0.1217,0.3333333333333333,False
1091,inconclusive,Other,0.1217,0.3333333333333333,False
1091,inconclusive,Other,0.1217,0.3333333333333333,False
1092,inconclusive,Other,0.1474,0.3333333333333333,False
1092,inconclusive,Other,0.1474,0.3333333333333333,False
1092,inconclusive,Other,0.1474,0.3333333333333333,False
1093,inconclusive,Other,0.1298,0.3333333333333333,False
1093,inconclusive,Other,0.1298,0.3333333333333333,False
1093,inconclusive,Other,0.1298,0.3333333333333333,False
1094,disagreement,Other,0.1339,0.3333333333333333,False
1094,disagreement,Other,0.1339,0.3333333333333333,False
1094,disagreement,Other,0.1339,0.3333333333333333,False
1095,inconclusive,Other,0.124,0.3333333333333333,False
1095,inconclusive,Other,0.124,0.3333333333333333,False
1095,inconclusive,Other,0.124,0.3333333333333333,False
1095,inconclusive,Other,0.124,0.3333333333333333,False
1096,inconclusive,Other,0.1282,0.3333333333333333,False
1096,inconclusive,Other,0.1282,0.3333333333333333,False
1096,inconclusive,Other,0.1282,0.3333333333333333,False
1097,disagreement,Other,0.1178,0.3333333333333333,False
1097,disagreement,Other,0.1178,0.3333333333333333,False
1097,disagreement,Other,0.1178,0.3333333333333333,False
1098,inconclusive,Other,0.0902,0.3333333333333333,False
1098,inconclusive,Other,0.0902,0.3333333333333333,False
1098,inconclusive,Other,0.0902,0.3333333333333333,False
1098,inconclusive,Trump,0.0902,0.3333333333333333,False
1099,disagreement,Other,0.0778,0.3333333333333333,False
1099,disagreement,Other,0.0778,0.3333333333333333,False
1099,disagreement,Other,0.0778,0.3333333333333333,False
1100,disagreement,Other,0.1912,0.3333333333333333,False
1100,disagreement,Other,0.1912,0.3333333333333333,False
1100,disagreement,Other,0.1912,0.3333333333333333,False
1101,disagreement,Other,0.0928,0.3333333333333333,False
1101,disagreement,Other,0.0928,0.3333333333333333,False
1101,disagreement,Other,0.0928,0.3333333333333333,False
1102,disagreement,Other,0.1106,0.3333333333333333,False
1102,disagreement,Other,0.1106,0.3333333333333333,False
1102,disagreement,Other,0.1106,0.3333333333333333,False
1103,inconclusive,Other,0.1446,0.3333333333333333,False
1103,inconclusive,Other,0.1446,0.3333333333333333,False
1103,inconclusive,Other,0.1446,0.3333333333333333,False
1104,inconclusive,Other,0.1229,0.3333333333333333,False
1104,inconclusive,Other,0.1229,0.3333333333333333,False
1104,inconclusive,Trump,0.1229,0.3333333333333333,False
1105,disagreement,Other,0.122,0.3333333333333333,False
1105,disagreement,Other,0.122,0.3333333333333333,False
1105,disagreement,Other,0.122,0.3333333333333333,False
1105,disagreement,Trump,0.122,0.3333333333333333,False
1106,disagreement,Other,0.2619,0.3333333333333333,False
1106,disagreement,Other,0.2619,0.3333333333333333,False
1106,disagreement,Other,0.2619,0.3333333333333333,False
1107,disagreement,Other,0.2669,0.3333333333333333,False
1107,disagreement,Other,0.2669,0.3333333333333333,False
1107,disagreement,Other,0.2669,0.3333333333333333,False
1108,disagreement,Other,0.1515,0.3333333333333333,True
1108,disagreement,Other,0.1515,0.3333333333333333,True
1108,disagreement,Other,0.1515,0.3333333333333333,True
1109,disagreement,Other,0.1853,0.3333333333333333,True
1109,disagreement,Other,0.1853,0.3333333333333333,True
1109,disagreement,Other,0.1853,0.3333333333333333,True
1109,disagreement,Other,0.1853,0.3333333333333333,True
1110,disagreement,Other,0.244,0.3333333333333333,True
1110,disagreement,Other,0.244,0.3333333333333333,True
1110,disagreement,Other,0.244,0.3333333333333333,True
1110,disagreement,Other,0.244,0.3333333333333333,True
1111,disagreement,Other,0.2042,0.3333333333333333,True
1111,disagreement,Other,0.2042,0.3333333333333333,True
1111,disagreement,Other,0.2042,0.3333333333333333,True
1111,disagreement,Other,0.2042,0.3333333333333333,True
1111,disagreement,Other,0.2042,0.3333333333333333,True
1112,disagreement,Other,0.1163,0.3333333333333333,False
1112,disagreement,Other,0.1163,0.3333333333333333,False
1112,disagreement,Other,0.1163,0.3333333333333333,False
1113,disagreement,Other,0.1143,0.3333333333333333,False
1113,disagreement,Other,0.1143,0.3333333333333333,False
1113,disagreement,Other,0.1143,0.3333333333333333,False
1113,disagreement,Other,0.1143,0.3333333333333333,False
1114,disagreement,Other,0.1247,0.3333333333333333,False
1114,disagreement,Other,0.1247,0.3333333333333333,False
1114,disagreement,Other,0.1247,0.3333333333333333,False
1114,disagreement,Trump,0.1247,0.3333333333333333,False
1115,disagreement,Other,0.1573,0.3333333333333333,False
1115,disagreement,Other,0.1573,0.3333333333333333,False
1115,disagreement,Other,0.1573,0.3333333333333333,False
1115,disagreement,Election Predictions,0.1573,0.3333333333333333,False
1116,disagreement,Other,0.1377,0.3333333333333333,False
1116,disagreement,Other,0.1377,0.3333333333333333,False
1116,disagreement,Other,0.1377,0.3333333333333333,False
1116,disagreement,Other,0.1377,0.3333333333333333,False
1117,disagreement,Other,0.1452,0.3333333333333333,False
1117,disagreement,Other,0.1452,0.3333333333333333,False
1117,disagreement,Other,0.1452,0.3333333333333333,False
1117,disagreement,Other,0.1452,0.3333333333333333,False
1118,disagreement,Other,0.1132,0.3333333333333333,False
1118,disagreement,Other,0.1132,0.3333333333333333,False
1118,disagreement,Other,0.1132,0.3333333333333333,False
1118,disagreement,Other,0.1132,0.3333333333333333,False
1119,disagreement,Other,0.1543,0.3333333333333333,False
1119,disagreement,Other,0.1543,0.3333333333333333,False
1119,disagreement,Other,0.1543,0.3333333333333333,False
1119,disagreement,Other,0.1543,0.3333333333333333,False
1120,disagreement,Other,0.1424,0.3333333333333333,False
1120,disagreement,Other,0.1424,0.3333333333333333,False
1120,disagreement,Other,0.1424,0.3333333333333333,False
1120,disagreement,Other,0.1424,0.3333333333333333,False
1121,disagreement,Other,0.1171,0.3333333333333333,False
1121,disagreement,Other,0.1171,0.3333333333333333,False
1121,disagreement,Other,0.1171,0.3333333333333333,False
